game_id,names,min_players,max_players,avg_time,min_time,max_time,year,geek_rating,num_votes,age,mechanic,owned,category1,category2,designer
210271,Guild Ball: Kick Off!,2,2,60,0,60,2016,5.7209900000000005,122,12,"Action Point Allowance System, Dice Rolling",478,Fantasy, Medieval,"Mat Hart, Richard Loxam"
30618,Eat Poop You Cat,3,99,20,20,20,1984,6.64038,1455,0,Paper-and-Pencil,742,Humor, Party Game,(Uncredited)
230059,Crossfire,5,10,10,5,10,2017,5.74432,254,14,none,685,Bluffing, Deduction,Emerson Matsuuchi
142121,Guildhall: Job Faire,2,4,45,30,45,2013,6.2811699999999995,942,10,"Hand Management, Set Collection, Take That",1948,Card Game, Medieval,Hope S. Hwang
3097,1849: The Game of Sicilian Railways,3,5,180,180,180,1998,5.88215,202,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",266,Economic, Trains,"Chris Lawson, Federico Vellani"
158168,NHL Power Play Team-Building Card Game,2,4,30,30,30,2014,5.72626,232,15,Deck / Pool Building,412,Card Game, Sports,Matt Hyra
231819,Sonar,2,4,30,30,30,2017,5.79549,259,8,"Line Drawing, Partnerships, Secret Unit Deployment",870,Deduction, Fighting,"Roberto Fraga, Yohan Lemonnier"
190333,Fire of Eidolon,1,6,45,30,45,2017,5.71718,188,14,"Action Point Allowance System, Co-operative Play, Modular Board, Pick-up and Deliver, Set Collection, Tile Placement, Variable Player Powers",521,Adventure, Exploration,Michael Lipton
10156,The Russian Campaign (fourth and fifth editions),2,2,240,240,240,2003,5.8691,258,12,"Dice Rolling, Hex-and-Counter",476,Wargame, World War II,John Edwards
1563,Rise and Decline of the Third Reich,2,6,1440,1440,1440,1974,6.22131,1645,14,"Dice Rolling, Hex-and-Counter, Simulation",3962,Negotiation, Political,"Don Greenwood, John Prados"
192135,Too Many Bones,1,4,120,60,120,2017,7.0164100000000005,1402,12,"Co-operative Play, Deck / Pool Building, Dice Rolling, Hand Management, Role Playing, Variable Player Powers",2325,Adventure, Dice,"Adam Carlson, Josh J. Carlson"
134,Cape Horn,3,5,45,45,45,1999,5.6570800000000006,522,12,Tile Placement,893,Nautical, Racing,Thorsten Gimmler
33107,Senji,3,6,90,90,90,2008,6.0582,1375,0,"Area Movement, Auction/Bidding, Card Drafting, Dice Rolling, Hand Management, Set Collection, Simultaneous Action Selection, Trading",1848,Bluffing, Medieval,"Bruno Cathala, Serge Laget"
105134,Risk Legacy,3,5,60,60,60,2011,7.15832,6284,13,"Area Movement, Card Drafting, Dice Rolling, Player Elimination, Variable Player Powers",10897,Science Fiction, Wargame,"Rob Daviau, Chris Dupuis"
2542,Gargon,3,5,45,45,45,2001,5.7009099999999995,750,10,none,1261,Card Game, Fantasy,Rüdiger Dorn
129614,Rondo,2,4,25,25,25,2012,5.81565,478,8,"Set Collection, Tile Placement",712,Abstract Strategy, Number,Reiner Knizia
176165,Dale of Merchants,2,4,40,20,40,2015,6.55664,1823,10,"Card Drafting, Deck / Pool Building, Dice Rolling, Hand Management, Set Collection, Take That",2999,Animals, Card Game,Sami Laakso
233678,Indian Summer,1,4,60,15,60,2017,6.173030000000001,1040,10,"Pattern Building, Tile Placement",1930,Environmental, Puzzle,Uwe Rosenberg
229370,Rescue Polar Bears: Data & Temperature,1,4,60,30,60,2017,5.65531,103,8,"Action Point Allowance System, Co-operative Play, Modular Board",226,Animals, Environmental,"Jog Kung, Huang Yi Ming"
36399,The Napoleonic Wars (Second Edition),2,5,240,240,240,2008,6.28571,781,0,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",1328,Napoleonic, Wargame,Mark McLaughlin
154939,MERCS: Recon – Counter Threat,1,5,90,90,90,2015,5.67077,197,12,"Action Point Allowance System, Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",819,Fighting, Miniatures,Brian Shotton
144826,Zombie 15',2,4,15,15,15,2014,6.31949,1560,14,"Action Point Allowance System, Co-operative Play, Grid Movement, Modular Board, Variable Player Powers",3332,Fighting, Real-time,"Guillaume Lémery, Nicolas Schlewitz"
191963,Thunder & Lightning,2,2,40,40,40,2016,6.1837800000000005,657,13,"Action Point Allowance System, Hand Management, Secret Unit Deployment",1559,Bluffing, Card Game,Richard Borg
27173,Vikings,2,4,60,60,60,2007,7.03183,7199,10,"Auction/Bidding, Tile Placement",6943,Economic, Medieval,Michael Kiesling
224894,Michael Strogoff,1,5,60,0,60,2017,5.75938,233,12,"Dice Rolling, Hand Management, Player Elimination, Point to Point Movement, Press Your Luck",392,Novel-based, Racing,Alberto Corral
110277,Among the Stars,2,4,30,30,30,2012,6.90494,5720,12,"Card Drafting, Simultaneous Action Selection, Tile Placement, Variable Player Powers",8131,Card Game, City Building,Vangelis Bagiartakis
7104,Ace of Aces: Powerhouse Series,2,2,20,20,20,1981,5.958480000000001,428,12,"Simulation, Simultaneous Action Selection",733,Aviation / Flight, Wargame,Alfred Leonardi
203420,Exit: The Game – The Abandoned Cabin,1,6,90,45,90,2016,7.2293199999999995,3790,12,Co-operative Play,6698,Deduction, Puzzle,"Inka Brand, Markus Brand"
198611,Mondrian: The Dice Game,2,4,40,40,0,2016,5.652880000000001,203,10,Hand Management,231,Action / Dexterity, Dice,"Israel Cendrero, Sheila Santos"
163412,Patchwork,2,2,30,15,30,2014,7.641539999999999,27460,8,"Tile Placement, Time Track",40272,Abstract Strategy, Puzzle,Uwe Rosenberg
39351,Automobile,3,5,120,120,120,2009,7.01848,4953,12,"Commodity Speculation, Variable Player Powers",4836,Economic, Industry / Manufacturing,Martin Wallace
2301,The New Dungeon!,1,6,45,45,45,1989,5.64979,448,8,"Role Playing, Roll / Spin and Move, Variable Player Powers",816,Adventure, Dice,"Jeff Grubb, David R. Megarry, Steve Winter"
7062,Smarty Party!,3,8,60,45,60,2003,5.90476,631,10,none,692,Party Game, Trivia,"Pitt Crandlemire, Aaron Weissblum"
90,Star Wars: Episode 1 – Clash of the Lightsabers,2,2,20,20,20,1999,5.76512,550,8,Hand Management,966,Card Game, Movies / TV / Radio theme,Craig Van Ness
638,Hera and Zeus,2,2,30,30,30,2000,6.22685,3109,12,"Action Point Allowance System, Hand Management, Secret Unit Deployment",4746,Bluffing, Card Game,Richard Borg
52,Mighty Empires,2,3,300,300,300,1990,5.641859999999999,472,14,none,852,Fantasy, Territory Building,"Rick Priestley, Nigel Stillman"
155695,Age of War,2,6,30,15,30,2014,6.20043,4397,14,"Dice Rolling, Press Your Luck, Set Collection",6660,Dice, Medieval,Reiner Knizia
594,Sleuth,3,7,45,30,45,1971,6.45671,2382,10,"Card Drafting, Hand Management, Memory, Paper-and-Pencil",4285,Card Game, Deduction,Sid Sackson
195867,Papà Paolo,2,4,75,30,75,2016,5.95399,464,10,"Auction/Bidding, Pick-up and Deliver, Tile Placement, Worker Placement",800,City Building, Transportation,Fabrice Vandenbogaerde
112381,Abaddon,2,4,45,45,45,2012,5.67778,203,14,"Dice Rolling, Hand Management",829,Miniatures, Science Fiction,Richard Borg
180325,Elfenroads,2,6,90,45,90,2015,5.8525,302,13,"Card Drafting, Hand Management, Point to Point Movement, Route/Network Building",990,Fantasy, Travel,Alan R. Moon
193213,Millions of Dollars,3,8,25,25,25,2016,5.666919999999999,209,10,"Role Playing, Variable Player Powers, Voting",379,Bluffing, Deduction,Jeremie Kletzkine
5394,"Kolin: Frederick's First Defeat – June 18, 1757",1,2,360,360,360,1994,5.674180000000001,101,12,Hex-and-Counter,359,Age of Reason, Wargame,"P. Boinske, Paul Dangel"
175095,Dawn of the Zeds (Third edition),1,4,180,60,180,2016,6.33036,526,13,"Action Point Allowance System, Campaign / Battle Card Driven, Chit-Pull System, Co-operative Play, Dice Rolling",1360,Horror, Zombies,Hermann Luttmann
22472,Prussia's Defiant Stand,2,2,180,180,180,2007,5.64722,134,0,"Dice Rolling, Secret Unit Deployment, Simultaneous Action Selection",348,Age of Reason, Wargame,Ron Draker
105037,Tournay,2,4,60,30,60,2011,6.572539999999999,2508,12,"Card Drafting, Hand Management, Worker Placement",3860,Card Game, City Building,"Sébastien Dujardin, Xavier Georges, Alain Orban"
3307,Wallenstein (first edition),3,5,150,150,150,2002,6.99452,3357,12,"Action / Movement Programming, Action Point Allowance System, Area Control / Area Influence, Area Movement, Simultaneous Action Selection, Variable Phase Order",2698,Economic, Renaissance,Dirk Henn
9441,Ribbit,2,5,20,20,20,2004,6.25015,1798,5,Hand Management,2047,Animals, Bluffing,Reiner Knizia
4090,2nd Fleet,1,2,240,240,240,1986,5.98904,498,12,"Dice Rolling, Hex-and-Counter",1231,Modern Warfare, Nautical,Joseph M. Balkoski
206084,Nautilion,1,2,30,15,30,2016,6.16046,595,10,"Co-operative Play, Modular Board, Roll / Spin and Move, Set Collection",1658,Dice, Fantasy,Shadi Torbey
36648,Pyramid of Pengqueen,2,5,45,30,45,2008,6.24885,1219,8,"Memory, Player Elimination, Roll / Spin and Move",1453,Deduction, Maze,Marcel-André Casasola Merkle
88,Torres,2,4,60,60,60,1999,6.92718,7557,12,"Action Point Allowance System, Area Control / Area Influence, Area Enclosure, Grid Movement, Hand Management, Tile Placement",9639,Abstract Strategy, Medieval,"Michael Kiesling, Wolfgang Kramer"
7824,Break the Safe,2,4,30,30,30,2003,5.66745,634,8,"Co-operative Play, Roll / Spin and Move",1282,Electronic, Spies/Secret Agents,none
19301,Mesopotamia,2,4,45,45,45,2005,6.09299,1501,10,"Action Point Allowance System, Modular Board, Pick-up and Deliver, Point to Point Movement",2092,Ancient, Civilization,Klaus-Jürgen Wrede
160436,Lost Legacy: Binbo Tantei to Inbo no Shiro,2,8,10,10,10,2014,5.64419,101,10,"Hand Management, Memory, Player Elimination",306,Bluffing, Card Game,"Hisashi Hayashi, Seiji Kanai, Hayato Kisaragi"
101013,Ninja: Legend of the Scorpion Clan,2,4,45,45,45,2011,5.83552,563,12,"Area Movement, Secret Unit Deployment",1113,Deduction, Fantasy,Fréderic Moyersoen
175324,Fog of Love,2,2,120,60,120,2017,6.53024,1222,17,"Co-operative Play, Hand Management, Role Playing, Secret Unit Deployment, Simultaneous Action Selection, Storytelling",3347,Bluffing, Card Game,Jacob Jaskov
2583,18GA,3,5,240,240,240,1998,5.74445,181,14,"Route/Network Building, Stock Holding, Tile Placement",257,Economic, Print & Play,Mark Derrick
28739,Garibaldi: The Escape,2,6,60,60,60,2007,5.77663,385,10,"Hand Management, Partnerships",535,Bluffing, Deduction,Gabriele Mari
1695,The Legend of Robin Hood,2,2,120,120,120,1979,5.667669999999999,382,12,"Area Movement, Dice Rolling",961,Economic, Medieval,Joe Bisio
29581,Tomb,1,6,90,90,90,2008,5.93525,1319,12,"Dice Rolling, Modular Board, Secret Unit Deployment",1619,Adventure, Exploration,John Zinser
98527,Gloom of Kilforth: A Fantasy Quest Game,1,4,180,60,180,2017,6.1231599999999995,546,13,"Co-operative Play, Dice Rolling, Modular Board, Role Playing, Variable Player Powers",1236,Card Game, Fantasy,Tristan Hall
19348,Byzantium,2,4,180,120,180,2005,6.17744,1149,13,"Area Control / Area Influence, Dice Rolling, Point to Point Movement, Worker Placement",1893,Medieval, Political,Martin Wallace
121297,Fleet,2,4,45,30,45,2012,6.63829,3836,10,"Auction/Bidding, Hand Management",5568,Card Game, Nautical,"Ben Pinchback, Matt Riddle"
182351,Thief's Market,3,5,50,30,50,2016,6.05427,1122,10,Dice Rolling,3179,Dice, Fantasy,Dave Chalker
1525,Dixie: Bull Run,2,2,60,60,60,1994,5.67909,351,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Secret Unit Deployment",655,American Civil War, Card Game,Tom Dalgliesh
188164,B-17 Flying Fortress Leader,1,1,120,30,120,2017,5.78051,165,12,"Card Drafting, Chit-Pull System, Simulation",635,Aviation / Flight, Wargame,Dean Brown
203828,13 Minutes: The Cuban Missile Crisis,2,2,13,13,13,2017,5.87723,505,10,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management",1387,Card Game, Political,"Asger Harding Granerud, Daniel Skjold Pedersen"
160409,Too Many Cinderellas,2,4,10,10,10,2014,5.772069999999999,463,10,Voting,713,Card Game, Deduction,"Nobutake Dogen, Nao Shimamura"
175155,Forbidden Stars,2,4,180,120,180,2015,7.50592,5240,14,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",9309,Bluffing, Fighting,"Samuel Bailey, James Kniffen, Corey Konieczka"
171726,Project: ELITE,1,4,30,30,30,2016,6.39826,762,12,"Co-operative Play, Dice Rolling, Grid Movement, Variable Player Powers",1301,Fighting, Miniatures,"Konstantinos Kokkinis, Sotirios Tsantilas"
191231,Via Nebula,2,4,60,45,60,2016,6.65636,2533,12,"Pick-up and Deliver, Route/Network Building",3523,Territory Building, Transportation,Martin Wallace
188547,Maximum Apocalypse,1,6,90,45,90,2018,6.0320599999999995,438,13,"Action Point Allowance System, Campaign / Battle Card Driven, Co-operative Play, Hand Management, Modular Board, Pick-up and Deliver",1180,Card Game, Zombies,Mike Gnade
189052,Sea of Clouds,2,4,45,45,45,2016,6.21052,1290,10,"Card Drafting, Press Your Luck, Set Collection",2371,Card Game, Pirates,Théo Rivière
191038,West of Africa,2,5,90,60,90,2016,5.6439,228,10,"Area Control / Area Influence, Pick-up and Deliver, Point to Point Movement, Simultaneous Action Selection",405,Civilization, Economic,Martin Schlegel
42452,Rattus,2,4,45,45,45,2010,6.57286,5083,10,"Area Control / Area Influence, Area Movement, Variable Player Powers",5188,Animals, Medieval,"Henrik Berg, Åse Berg"
153113,Slaughterball,2,4,60,60,60,2016,5.64101,97,14,"Dice Rolling, Grid Movement, Variable Player Powers",194,Miniatures, Science Fiction,Erik Kjerland
130680,iKNOW,2,6,60,60,60,2012,5.76542,548,15,Betting/Wagering,803,Card Game, Party Game,none
128621,Viticulture,2,6,90,90,90,2013,7.3864,7405,13,"Hand Management, Worker Placement",7159,Economic, Farming,"Jamey Stegmaier, Alan Stone"
822,Carcassonne,2,5,45,30,45,2000,7.330589999999999,77062,8,"Area Control / Area Influence, Tile Placement",108796,City Building, Medieval,Klaus-Jürgen Wrede
5965,October War,2,2,120,120,120,1977,5.6408,151,12,"Dice Rolling, Hex-and-Counter",554,Modern Warfare, Wargame,Irad B. Hardy
40628,Finca,2,4,45,45,45,2009,6.7966,5932,10,"Commodity Speculation, Set Collection",5602,Economic, Farming,"Wolfgang Sentker, Ralf zur Linde"
165959,Jolly Roger: The Game of Piracy & Mutiny,4,10,30,30,30,2015,5.64391,242,12,"Hand Management, Voting",582,Card Game, Humor,Fréderic Moyersoen
201248,Evolution: The Beginning,2,5,40,30,40,2016,6.07116,859,8,"Action Point Allowance System, Hand Management, Simulation",2201,Animals, Card Game,Dominic Crapuchettes
167763,DC Comics Deck-Building Game: Teen Titans,2,5,75,45,75,2015,6.00897,531,15,Deck / Pool Building,1378,Card Game, Comic Book / Strip,Richard Brady
2476,Industrial Waste,2,4,60,60,60,2001,6.20327,1450,12,"Auction/Bidding, Card Drafting, Hand Management",1302,Economic, Environmental,Jürgen Strohm
137651,What's He Building in There?,2,6,60,60,60,2013,5.80733,384,12,"Card Drafting, Hand Management, Worker Placement",634,Economic, Industry / Manufacturing,Sean Scott Garrity
508,Blue Max,2,6,60,60,60,1983,6.12386,752,13,"Hex-and-Counter, Simultaneous Action Selection",1162,Aviation / Flight, Wargame,"Phil Hall, John Harshman"
180564,Carcassonne: Star Wars,2,5,35,35,35,2015,6.20694,1347,7,"Dice Rolling, Tile Placement",2864,Movies / TV / Radio theme, Science Fiction,Klaus-Jürgen Wrede
86415,Cornerstone Essential,2,4,45,45,45,2010,5.67698,199,8,"Dice Rolling, Partnerships, Route/Network Building",251,Abstract Strategy, Action / Dexterity,Matt Mette
171879,Kraftwagen,2,4,75,75,75,2015,6.5555699999999995,1480,10,Time Track,2191,Economic, Industry / Manufacturing,Matthias Cramer
33150,Cranium WOW,4,16,60,60,60,2007,5.75165,817,12,"Acting, Line Drawing, Paper-and-Pencil, Partnerships, Roll / Spin and Move, Singing",1907,Movies / TV / Radio theme, Party Game,"Whit Alexander, Richard Tait"
139952,Clockwork Wars,2,4,90,90,90,2015,6.0982400000000005,436,13,"Area Control / Area Influence, Modular Board, Secret Unit Deployment, Variable Player Powers, Worker Placement",918,Civilization, Fantasy,Hassan Lopez
102181,In a Grove,3,4,20,20,20,2011,5.77648,529,9,Memory,963,Bluffing, Deduction,Jun Sasaki
15817,Manila,3,5,60,60,60,2005,6.7107600000000005,4842,10,"Auction/Bidding, Betting/Wagering, Commodity Speculation, Dice Rolling, Worker Placement",5021,Nautical, Pirates,Franz-Benno Delonge
114667,The New Science,2,5,90,90,90,2013,5.82063,595,12,"Action Point Allowance System, Area Control / Area Influence, Dice Rolling, Variable Player Powers, Worker Placement",1030,Educational, Industry / Manufacturing,Dirk Knemeyer
142852,DC Comics Deck-Building Game: Heroes Unite,2,5,45,45,45,2014,6.4755199999999995,1350,15,Deck / Pool Building,3122,Card Game, Comic Book / Strip,Erik V Larsen
205477,Vengeance,1,4,120,30,120,2018,5.749230000000001,243,14,"Area Movement, Card Drafting, Dice Rolling, Modular Board, Set Collection, Storytelling, Variable Player Powers",718,Dice, Fighting,Gordon Calleja
1442,Victory in the Pacific,2,2,300,300,300,1977,6.309819999999999,1091,12,"Area Control / Area Influence, Area Movement, Dice Rolling",2160,Nautical, Wargame,Richard Hamblen
248,Blood Royale,3,5,240,240,240,1987,5.83709,606,12,"Pick-up and Deliver, Set Collection",1065,Medieval, Negotiation,"Derek Carver, Paul Cockburn"
9617,Russian Rails,2,6,240,180,240,2004,5.8646400000000005,402,10,"Crayon Rail System, Pick-up and Deliver, Route/Network Building",652,Economic, Trains,Jodi Soares
2638,Clash of Giants,2,2,180,180,180,2001,5.75439,258,12,Hex-and-Counter,566,Wargame, World War I,Ted Raicer
27817,Marne 1918: Friedensturm,2,2,1200,0,1200,2006,5.71135,118,14,"Dice Rolling, Hex-and-Counter",361,Wargame, World War I,"Thomas Pouchin, Nicolas Rident"
210663,Tribes: Early Civilization,1,4,50,30,50,2017,5.73615,255,8,"Grid Movement, Tile Placement",420,Ancient, Civilization,Rustan Håkansson
186995,Doctor Who: Time of the Daleks,2,4,120,120,120,2017,5.82619,301,14,"Co-operative Play, Dice Rolling, Modular Board",882,Movies / TV / Radio theme, Science Fiction,Andrew Haught
148231,Corto,2,4,40,20,40,2013,5.70284,253,10,"Area Control / Area Influence, Hand Management, Modular Board, Partnerships",493,Adventure, Card Game,"Laurent Escoffier, Sébastien Pauchon"
1194,Speed Circuit,2,6,120,120,120,1971,6.13114,1021,12,"Action Point Allowance System, Modular Board, Simultaneous Action Selection",1974,Racing, Sports,"Thomas M. Divoll, John B. Reilly"
69234,"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",2,2,120,120,120,2016,5.7331,150,12,"Dice Rolling, Hex-and-Counter, Simulation",803,Wargame, World War II,Mark Mokszycki
135888,Titanium Wars,3,4,90,60,90,2013,5.6733400000000005,375,12,Simultaneous Action Selection,943,Card Game, Negotiation,Frédéric Guérard
174298,Napoleon's Last Gamble,2,0,180,180,0,2016,5.65865,72,12,"Hex-and-Counter, Simulation",294,Napoleonic, Wargame,Kevin Zucker
141517,A Study in Emerald,2,5,90,90,90,2013,6.72973,2750,13,"Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Partnerships, Point to Point Movement",3063,Bluffing, Fantasy,Martin Wallace
17863,The Western Front: 1914 to 1918,2,2,360,360,360,2004,5.659730000000001,90,12,"Dice Rolling, Hex-and-Counter, Simulation",449,Wargame, World War I,David Schroeder
117985,Star Trek: Catan,3,4,75,75,75,2012,6.53575,2606,10,"Dice Rolling, Hand Management, Modular Board, Route/Network Building, Trading",6582,Movies / TV / Radio theme, Negotiation,Klaus Teuber
35677,Le Havre,1,5,150,30,150,2008,7.78218,21356,12,Worker Placement,23447,City Building, Economic,Uwe Rosenberg
137269,Spyrium,2,5,75,75,75,2013,6.84463,5073,12,Worker Placement,6549,City Building, Economic,William Attia
5042,Flashpoint: Golan,2,2,360,360,360,1991,5.65075,139,12,Hex-and-Counter,547,Modern Warfare, Wargame,Mark Herman
3852,Star Trek: Customizable Card Game (first edition),2,2,45,45,45,1994,5.67743,931,10,"Hand Management, Set Collection",1651,Card Game, Collectible Components,"Tom Braunlich, Evan Lorentz, Bill Martinson, Jason Robinette, Roland L. Tesh"
1506,Conquistador,1,5,420,360,420,1976,5.79766,546,12,"Dice Rolling, Hex-and-Counter",1600,Economic, Exploration,Richard H. Berg
68250,Objective: Kiev,2,2,45,45,45,2010,5.64283,142,12,Hex-and-Counter,630,Wargame, World War II,Frank Chadwick
85204,Kings of War,2,0,60,60,60,2010,5.85634,224,0,"Dice Rolling, Variable Player Powers",467,Book, Fantasy,Alessio Cavatore
31920,Munchkin Booty,3,6,90,90,90,2008,5.89545,1712,10,"Dice Rolling, Trading, Variable Player Powers",3981,Card Game, Fighting,Steve Jackson (I)
15062,Shadows over Camelot,3,7,80,60,80,2005,7.023689999999999,22235,10,"Co-operative Play, Hand Management, Partnerships, Player Elimination, Set Collection, Variable Player Powers",27170,Adventure, Deduction,"Bruno Cathala, Serge Laget"
163474,V-Commandos,1,4,180,30,180,2016,6.20601,546,12,"Co-operative Play, Dice Rolling, Modular Board",1180,Spies/Secret Agents, Wargame,Thibaud de la Touanne
3692,Firepower,1,6,60,60,60,1984,5.670719999999999,465,12,"Chit-Pull System, Dice Rolling, Hex-and-Counter",1325,Modern Warfare, Vietnam War,S. Craig Taylor
126750,Sky Tango,2,4,20,20,20,2012,5.77778,517,8,"Hand Management, Set Collection",1072,Animals, Card Game,"Johann Rüttinger, Jacques Zeimet"
81850,Trigger!,3,8,20,20,20,2010,5.64056,206,8,"Acting, Hand Management",469,Action / Dexterity, Card Game,Julien Sentis
9354,Privacy,5,12,45,45,45,2004,5.64785,194,16,Voting,316,Mature / Adult, Party Game,Reinhard Staupe
162886,Spirit Island,1,4,120,90,120,2017,7.696110000000001,4015,13,"Card Drafting, Co-operative Play, Hand Management, Modular Board, Simultaneous Action Selection, Variable Player Powers",6198,Age of Reason, Environmental,R. Eric Reuss
164338,The Golden Ages,2,4,90,90,90,2014,6.61757,1716,12,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Modular Board, Tile Placement",2317,Civilization, Territory Building,Luigi Ferrini
124047,Pirate Dice: Voyage on the Rolling Seas,2,4,60,30,60,2012,5.7180599999999995,502,13,"Action / Movement Programming, Dice Rolling, Modular Board, Simultaneous Action Selection",905,Dice, Nautical,"Sean Brown, Clint Herron"
131111,Codex: Card-Time Strategy – Deluxe Set,2,5,45,45,45,2016,6.4874,725,13,"Deck / Pool Building, Hand Management, Secret Unit Deployment, Variable Player Powers",1071,Card Game, Fantasy,David Sirlin
74102,Der Pate,2,4,60,60,60,2010,5.67655,346,12,Dice Rolling,482,Dice, Economic,Michael Rieneck
11967,The Seven Days of 1809,2,4,480,480,480,2004,5.64634,93,14,Hex-and-Counter,359,Napoleonic, Wargame,Kevin Zucker
30658,Rise of Empires,2,5,180,180,180,2009,6.49601,1897,12,"Area Control / Area Influence, Variable Phase Order, Worker Placement",2773,Ancient, Civilization,Martin Wallace
8711,Landships! Tactical Weapons Innovations 1914-1918,2,2,120,120,120,1994,5.66447,183,12,Hex-and-Counter,571,Wargame, World War I,Perry Moore
63539,Lupus in Tabula,8,24,40,20,40,2001,5.84592,688,8,"Partnerships, Role Playing, Variable Player Powers, Voting",1374,Bluffing, Deduction,Domenico Di Giorgio
28023,Jamaica,2,6,60,30,60,2007,6.9315,12487,8,"Dice Rolling, Hand Management, Simultaneous Action Selection",16681,Nautical, Pirates,"Malcolm Braff, Bruno Cathala, Sébastien Pauchon"
31722,Steam over Holland,2,5,180,180,180,2007,6.0483400000000005,465,0,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",500,Economic, Trains,Bart Van Dijk
35964,duck! duck! Go!,2,6,20,20,20,2008,5.70864,765,8,"Action / Movement Programming, Modular Board, Simultaneous Action Selection",1178,Humor, Racing,Kevin G. Nunn
192945,Coal Baron: The Great Card Game,2,4,80,50,80,2016,6.20035,747,10,"Card Drafting, Hand Management, Set Collection, Worker Placement",1730,Card Game, Industry / Manufacturing,"Michael Kiesling, Wolfgang Kramer"
179460,Stronghold (2nd edition),2,2,90,90,90,2016,6.4777,941,10,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Variable Player Powers",2454,Fantasy, Fighting,Ignacy Trzewiczek
85256,Timeline: Inventions,2,8,15,15,15,2010,6.51092,6000,8,none,9867,Card Game, Educational,Frédéric Henry
7263,Solitaire Frenzy,2,6,60,60,60,1930,5.66859,283,7,Set Collection,297,Action / Dexterity, Card Game,(Uncredited)
105,Colossal Arena,2,5,60,60,60,1997,6.5878,6544,8,"Betting/Wagering, Hand Management",8048,Card Game, Fantasy,Reiner Knizia
193560,Escape the Room: Mystery at the Stargazer's Manor,3,8,90,90,90,2016,6.05831,1039,10,"Co-operative Play, Memory, Paper-and-Pencil, Pattern Recognition, Storytelling",2108,Murder/Mystery, Party Game,"Rebecca Bleau, Nicholas Cravotta"
37362,Robot Master,1,4,15,15,15,2008,5.641290000000001,226,8,"Hand Management, Tile Placement",322,Card Game, Industry / Manufacturing,Reiner Knizia
1823,1829,3,9,360,360,360,1974,5.7333099999999995,210,12,"Commodity Speculation, Route/Network Building, Stock Holding",364,Economic, Trains,Francis Tresham
73313,Elements,2,2,20,10,20,2010,5.8425400000000005,350,8,Hand Management,496,Bluffing, Card Game,team SAIEN
219215,Werewords,4,10,10,10,10,2017,6.39276,1063,8,"Variable Player Powers, Voting",2039,Deduction, Party Game,Ted Alspach
170825,Bad Medicine,3,8,30,30,30,2015,5.65035,154,16,"Partnerships, Storytelling, Voting",419,Card Game, Party Game,Gil Hova
23107,Drakon (third edition),2,6,40,40,40,2006,6.18277,2585,10,"Grid Movement, Modular Board, Route/Network Building, Tile Placement, Variable Player Powers",2829,Fantasy, Maze,Tom Jolly
431,Alhambra: The Card Game,3,6,45,45,45,1992,5.89076,772,10,"Area Control / Area Influence, Card Drafting, Hand Management, Set Collection",2047,Arabian, Card Game,Dirk Henn
4368,In their Quiet Fields II,2,2,240,240,240,1995,5.69975,161,12,Hex-and-Counter,642,American Civil War, Wargame,Dean Essig
115293,Fortress America,2,4,150,150,150,2012,6.00437,730,0,"Area Movement, Dice Rolling",2117,Science Fiction, Wargame,Michael Gray
123576,Sheepland,2,4,30,30,30,2012,5.91426,752,8,"Action Point Allowance System, Area Movement, Dice Rolling, Point to Point Movement, Stock Holding",937,Abstract Strategy, Animals,"Simone Luciani, Daniele Tascini"
3154,Nautilus,2,4,120,120,120,2002,5.96163,1281,12,"Set Collection, Tile Placement",2333,City Building, Economic,"Brigitte Ditt, Wolfgang Ditt"
492,Aladdin's Dragons,3,5,90,60,90,2000,6.5184,2951,10,"Auction/Bidding, Set Collection, Worker Placement",3628,Arabian, Bluffing,Richard Breese
194553,Dairyman,2,4,30,25,30,2016,5.74204,322,8,"Dice Rolling, Press Your Luck",684,Dice, Farming,Chih-Fan Chen
185196,Rising 5: Runes of Asteros,1,5,25,15,25,2017,5.89096,446,12,"Action Point Allowance System, Co-operative Play, Dice Rolling, Variable Player Powers",974,Adventure, Deduction,"Gary Kim, Evan Song"
78733,Key Market,2,4,90,90,90,2010,6.22065,636,12,"Area Control / Area Influence, Area Movement, Hand Management, Modular Board, Tile Placement, Trading, Worker Placement",684,Economic, Farming,David Brain
176596,The Great Battles of Alexander: Macedonian Art of War,1,4,240,0,240,2014,5.71336,93,0,"Chit-Pull System, Dice Rolling, Hex-and-Counter",410,Ancient, Wargame,"Richard H. Berg, Mark Herman"
